"COUNTY","GEOID","DESCRIPTION","REGION","YEAR","UNEMPLOYMENT","IN_LABOR_FORCE","FRONTLINE_OCC","HIGH_UNEMP_OCC","UNEMPLOYMENT_2019_RR","FRONTLINE_OCC_RR","HIGH_UNEMP_OCC_RR"
"13089","1302003","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker, Georgia","Atlanta",2019,0.021,0.539,0.224,0.191,0.93,1.01,1.34
"13089","1302001","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan, Georgia","Atlanta",2019,0.039,0.574,0.307,0.146,1.72,1.39,1.02
"13097","1304400","Atlanta Regional Commission (Southwest)--Douglas County, Georgia","Atlanta",2019,0.033,0.531,0.249,0.147,1.45,1.13,1.03
"13113","1302400","Atlanta Regional Commission (South Central)--Fayette County, Georgia","Atlanta",2019,0.012,0.47,0.216,0.195,0.53,0.98,1.37
"13121","1301002","Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City, Georgia","Atlanta",2019,0.033,0.555,0.167,0.107,1.45,0.75,0.75
"13121","1301001","Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City, Georgia","Atlanta",2019,0.016,0.624,0.162,0.121,0.7,0.73,0.85
"13121","1301007","Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast), Georgia","Atlanta",2019,0.033,0.625,0.173,0.129,1.45,0.78,0.91
"13121","1304600","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central), Georgia","Atlanta",2019,0.033,0.405,0.189,0.192,1.45,0.85,1.35
"13121","1301004","Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities, Georgia","Atlanta",2019,0.019,0.512,0.233,0.159,0.84,1.05,1.12
"13121","1301003","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South), Georgia","Atlanta",2019,0.029,0.488,0.231,0.151,1.28,1.04,1.06
"13121","1301006","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North), Georgia","Atlanta",2019,0.011,0.651,0.139,0.096,0.48,0.63,0.67
"13121","1301005","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City, Georgia","Atlanta",2019,0.025,0.574,0.183,0.111,1.1,0.83,0.78
"13135","1304005","Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City, Georgia","Atlanta",2019,0.022,0.526,0.278,0.135,0.97,1.26,0.95
"13135","1304004","Atlanta Regional Commission (Northeast)--Gwinnett County (East), Georgia","Atlanta",2019,0.009,0.514,0.227,0.143,0.4,1.03,1
"13135","1304003","Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City, Georgia","Atlanta",2019,0.026,0.524,0.25,0.138,1.15,1.13,0.97
"13135","1304001","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City, Georgia","Atlanta",2019,0.01,0.54,0.204,0.151,0.44,0.92,1.06
"13135","1304002","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City, Georgia","Atlanta",2019,0.018,0.522,0.181,0.13,0.79,0.82,0.91
"13135","1304006","Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City, Georgia","Atlanta",2019,0.017,0.503,0.221,0.168,0.75,1,1.18
"13151","1306002","Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City, Georgia","Atlanta",2019,0.026,0.544,0.269,0.17,1.15,1.22,1.19
"13151","1306001","Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City, Georgia","Atlanta",2019,0.032,0.522,0.264,0.151,1.41,1.19,1.06
"17031","1703520","Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park, Illinois","Chicago",2019,0.024,0.554,0.268,0.13,0.97,0.99,0.93
"17031","1703502","Chicago City (North)--Lake View & Lincoln Park, Illinois","Chicago",2019,0.016,0.699,0.145,0.099,0.65,0.54,0.71
"17031","1703521","Chicago City (West)--Austin, Belmont Cragin & Montclare, Illinois","Chicago",2019,0.034,0.499,0.341,0.145,1.37,1.26,1.04
"17031","1703418","Cook County (Northwest)--Schaumburg Township (South & Central), Illinois","Chicago",2019,0.022,0.564,0.246,0.137,0.89,0.91,0.98
"17031","1703411","Cook County (South Central)--Worth & Calumet Townships, Illinois","Chicago",2019,0.017,0.477,0.316,0.147,0.69,1.17,1.05
"17031","1703504","Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park, Illinois","Chicago",2019,0.028,0.557,0.234,0.198,1.13,0.87,1.42
"17031","1703503","Chicago City (North)--West Ridge, Lincoln Square & North Center, Illinois","Chicago",2019,0.018,0.541,0.233,0.233,0.73,0.86,1.67
"17031","1703410","Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships, Illinois","Chicago",2019,0.033,0.517,0.257,0.131,1.33,0.95,0.94
"17031","1703532","Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering, Illinois","Chicago",2019,0.057,0.501,0.376,0.123,2.3,1.39,0.88
"17031","1703522","Chicago City (Northwest)--Logan Square, Avondale & Hermosa, Illinois","Chicago",2019,0.022,0.683,0.239,0.167,0.89,0.89,1.19
"17031","1703413","Cook County (Southeast)--Thornton Township, Illinois","Chicago",2019,0.044,0.506,0.36,0.132,1.78,1.34,0.94
"17031","1703421","Cook County (North)--Niles & Evanston Townships, Illinois","Chicago",2019,0.02,0.495,0.299,0.116,0.81,1.11,0.83
"17031","1703501","Chicago City (North)--Edgewater, Uptown & Rogers Park, Illinois","Chicago",2019,0.015,0.605,0.232,0.2,0.61,0.86,1.43
"17031","1703523","Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park, Illinois","Chicago",2019,0.036,0.393,0.277,0.2,1.45,1.03,1.43
"17031","1703417","Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships, Illinois","Chicago",2019,0.016,0.589,0.313,0.144,0.65,1.16,1.03
"17031","1703528","Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing, Illinois","Chicago",2019,0.061,0.438,0.34,0.135,2.46,1.26,0.97
"17031","1703529","Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas, Illinois","Chicago",2019,0.06,0.516,0.272,0.158,2.42,1.01,1.13
"17031","1703422","Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare, Illinois","Chicago",2019,0.017,0.534,0.304,0.126,0.69,1.13,0.9
"17031","1703409","Cook County (West Central)--Lyons & Stickney Townships, Illinois","Chicago",2019,0.025,0.509,0.265,0.178,1.01,0.98,1.27
"17031","1703531","Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside, Illinois","Chicago",2019,0.054,0.464,0.386,0.161,2.18,1.43,1.15
"17031","1703419","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships, Illinois","Chicago",2019,0.019,0.542,0.243,0.113,0.77,0.9,0.81
"17031","1703415","Cook County (North)--Wheeling Township (North & East), Illinois","Chicago",2019,0.015,0.565,0.238,0.162,0.61,0.88,1.16
"17031","1703412","Cook County (South Central)--Bremen & Orland (East) Townships, Illinois","Chicago",2019,0.03,0.513,0.313,0.141,1.21,1.16,1.01
"17031","1703524","Chicago City (West)--West Town, Near West Side & Lower West Side, Illinois","Chicago",2019,0.022,0.674,0.195,0.131,0.89,0.72,0.94
"17031","1703525","Chicago City (Central)--Near North Side, Loop & Near South Side, Illinois","Chicago",2019,0.025,0.704,0.163,0.08,1.01,0.6,0.57
"17031","1703407","Cook County (West Central)--Proviso, Riverside & River Forest Townships, Illinois","Chicago",2019,0.029,0.524,0.299,0.132,1.17,1.11,0.94
"17031","1703416","Cook County (Northeast)--Northfield & New Trier Townships, Illinois","Chicago",2019,0.014,0.479,0.201,0.099,0.57,0.75,0.71
"17031","1703420","Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park, Illinois","Chicago",2019,0.023,0.532,0.28,0.125,0.93,1.04,0.89
"17031","1703408","Cook County (Central)--Cicero, Berwyn & Oak Park Townships, Illinois","Chicago",2019,0.017,0.527,0.28,0.171,0.69,1.04,1.22
"17031","1703526","Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park, Illinois","Chicago",2019,0.038,0.499,0.247,0.247,1.53,0.92,1.77
"17031","1703530","Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly, Illinois","Chicago",2019,0.023,0.468,0.287,0.11,0.93,1.06,0.79
"17031","1703527","Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn, Illinois","Chicago",2019,0.044,0.516,0.338,0.121,1.78,1.25,0.87
"17031","1703414","Cook County (South)--Bloom & Rich Townships, Illinois","Chicago",2019,0.034,0.511,0.363,0.122,1.37,1.35,0.87
"17031","1703401","Cook County (Northwest)--Palatine & Barrington Townships, Illinois","Chicago",2019,0.02,0.549,0.229,0.121,0.81,0.85,0.87
"17043","1703203","DuPage County (South Central)--Lisle Township, Illinois","Chicago",2019,0.023,0.574,0.243,0.141,0.93,0.9,1.01
"17043","1703204","DuPage County (Southeast)--Downers Grove Township, Illinois","Chicago",2019,0.014,0.529,0.273,0.144,0.57,1.01,1.03
"17043","1703205","DuPage County (East Central)--York Township, Illinois","Chicago",2019,0.02,0.508,0.235,0.132,0.81,0.87,0.94
"17043","1703207","Dupage County (Northeast)--Addison & Bloomingdale (North) Townships, Illinois","Chicago",2019,0.02,0.571,0.271,0.152,0.81,1.01,1.09
"17043","1703208","DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships, Illinois","Chicago",2019,0.019,0.553,0.288,0.117,0.77,1.07,0.84
"17043","1703202","DuPage County (Central)--Milton Township, Illinois","Chicago",2019,0.023,0.531,0.202,0.143,0.93,0.75,1.02
"17043","1703209","DuPage County (Southwest)--Naperville & Winfield (South) Townships, Illinois","Chicago",2019,0.019,0.606,0.218,0.139,0.77,0.81,0.99
"17089","1703005","Kane County (Southeast)--Aurora Township, Illinois","Chicago",2019,0.026,0.542,0.293,0.198,1.05,1.09,1.42
"17089","1703009","Kane County (West), Illinois","Chicago",2019,0.021,0.502,0.267,0.091,0.85,0.99,0.65
"17089","1703008","Kane County (Northeast)--Elgin (North & Central) & Dundee Townships, Illinois","Chicago",2019,0.021,0.538,0.304,0.151,0.85,1.13,1.08
"17089","1703007","Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships, Illinois","Chicago",2019,0.013,0.568,0.177,0.189,0.52,0.66,1.35
"17093","1703700","Kendall & Grundy Counties, Illinois","Chicago",2019,0.011,0.554,0.327,0.098,0.44,1.21,0.7
"17097","1703309","Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships, Illinois","Chicago",2019,0.019,0.548,0.254,0.129,0.77,0.94,0.92
"17097","1703307","Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships, Illinois","Chicago",2019,0.029,0.504,0.316,0.135,1.17,1.17,0.97
"17097","1703308","Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships, Illinois","Chicago",2019,0.017,0.554,0.254,0.098,0.69,0.94,0.7
"17097","1703310","Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships, Illinois","Chicago",2019,0.008,0.521,0.218,0.104,0.32,0.81,0.74
"17097","1703306","Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships, Illinois","Chicago",2019,0.031,0.541,0.305,0.145,1.25,1.13,1.04
"17111","1703601","McHenry County (North, West & Central), Illinois","Chicago",2019,0.023,0.555,0.256,0.129,0.93,0.95,0.92
"17111","1703602","McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships, Illinois","Chicago",2019,0.027,0.579,0.241,0.124,1.09,0.89,0.89
"17197","1703107","Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships, Illinois","Chicago",2019,0.02,0.56,0.258,0.105,0.81,0.96,0.75
"17197","1703106","Will County (Northwest)--DuPage & Wheatland Townships, Illinois","Chicago",2019,0.009,0.535,0.304,0.109,0.36,1.13,0.78
"17197","1703108","Will County (South), Illinois","Chicago",2019,0.029,0.564,0.28,0.148,1.17,1.04,1.06
"17197","1703102","Will County (West Central)--Joliet & Troy Townships, Illinois","Chicago",2019,0.028,0.506,0.331,0.144,1.13,1.23,1.03
"17197","1703105","Will County (Northwest Central)--Plainfield & Lockport Townships, Illinois","Chicago",2019,0.012,0.51,0.303,0.132,0.48,1.12,0.94
"17119","1701205","Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village, Illinois","St. Louis",2019,0.025,0.513,0.338,0.15,1.26,1.17,1.06
"17119","1701204","Madison County (East), Illinois","St. Louis",2019,0.02,0.511,0.289,0.114,1.01,1,0.8
"17163","1701104","St. Clair County (Central & Northeast), Illinois","St. Louis",2019,0.011,0.51,0.263,0.154,0.55,0.91,1.09
"17163","1701105","St. Clair County (Northwest, Southwest & Southeast), Illinois","St. Louis",2019,0.03,0.502,0.267,0.143,1.51,0.93,1.01
"29071","2901600","Franklin County, Missouri","St. Louis",2019,0.025,0.494,0.299,0.174,1.26,1.04,1.23
"29099","2902001","Jefferson County (North), Missouri","St. Louis",2019,0.022,0.571,0.304,0.136,1.11,1.05,0.96
"29099","2902002","Jefferson County (South), Missouri","St. Louis",2019,0.021,0.487,0.333,0.098,1.06,1.16,0.69
"29183","2901701","St. Charles County (South), Missouri","St. Louis",2019,0.013,0.529,0.25,0.122,0.65,0.87,0.86
"29183","2901702","St. Charles County (Northwest), Missouri","St. Louis",2019,0.009,0.538,0.289,0.149,0.45,1,1.05
"29183","2901703","St. Charles County (Northeast), Missouri","St. Louis",2019,0.016,0.558,0.286,0.162,0.8,0.99,1.14
"29189","2901804","St. Louis County (West), Missouri","St. Louis",2019,0.014,0.553,0.298,0.098,0.7,1.03,0.69
"29189","2901808","St. Louis County (South), Missouri","St. Louis",2019,0.011,0.536,0.287,0.125,0.55,1,0.88
"29189","2901806","St. Louis County (Central West), Missouri","St. Louis",2019,0.019,0.572,0.226,0.145,0.96,0.78,1.02
"29189","2901803","St. Louis County (Inner Ring North), Missouri","St. Louis",2019,0.021,0.527,0.235,0.144,1.06,0.82,1.02
"29189","2901805","St. Louis County (Central), Missouri","St. Louis",2019,0.007,0.525,0.243,0.121,0.35,0.84,0.85
"29189","2901802","St. Louis County (Northwest), Missouri","St. Louis",2019,0.028,0.509,0.316,0.186,1.41,1.1,1.31
"29189","2901807","St. Louis County (Inner Ring South), Missouri","St. Louis",2019,0.015,0.521,0.243,0.162,0.75,0.84,1.14
"29189","2901801","St. Louis County (Northeast), Missouri","St. Louis",2019,0.046,0.466,0.372,0.14,2.31,1.29,0.99
"29510","2901902","St. Louis City (South), Missouri","St. Louis",2019,0.014,0.589,0.295,0.15,0.7,1.02,1.06
"29510","2901901","St. Louis City (North), Missouri","St. Louis",2019,0.05,0.485,0.353,0.143,2.52,1.22,1.01
"20091","2000603","Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities, Kansas","Kansas City",2019,0.018,0.552,0.253,0.128,1.03,0.89,0.96
"20091","2000602","Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities, Kansas","Kansas City",2019,0.017,0.586,0.217,0.161,0.97,0.77,1.21
"20091","2000601","Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities, Kansas","Kansas City",2019,0.011,0.566,0.26,0.149,0.63,0.92,1.12
"20091","2000604","Johnson County (Southeast)--Blue Valley Region, Kansas","Kansas City",2019,0.011,0.557,0.258,0.106,0.63,0.91,0.79
"20103","2000400","Northeast Kansas, Kansas","Kansas City",2019,0.013,0.514,0.322,0.104,0.75,1.14,0.78
"20121","2001400","East Central Kansas, Kansas","Kansas City",2019,0.005,0.467,0.335,0.088,0.29,1.18,0.66
"20209","2000500","Wyandotte County--Kansas City, Kansas","Kansas City",2019,0.025,0.481,0.33,0.129,1.43,1.16,0.97
"29037","2901100","Cass & Bates Counties, Missouri","Kansas City",2019,0.02,0.505,0.299,0.096,1.15,1.05,0.72
"29047","2900901","Clay County (Northeast), Missouri","Kansas City",2019,0.012,0.543,0.306,0.124,0.69,1.08,0.93
"29047","2900902","Kansas City (North Central), Gladstone City & North Kansas City, Missouri","Kansas City",2019,0.019,0.559,0.355,0.137,1.09,1.25,1.03
"29095","2901005","Jackson County--Kansas City (South), Missouri","Kansas City",2019,0.023,0.549,0.3,0.185,1.32,1.06,1.39
"29095","2901004","Jackson County (South Central), Missouri","Kansas City",2019,0.01,0.535,0.189,0.154,0.57,0.67,1.15
"29095","2901002","Jackson County (North Central), Missouri","Kansas City",2019,0.02,0.496,0.335,0.137,1.15,1.18,1.03
"29095","2901001","Jackson County--Kansas City (Central), Missouri","Kansas City",2019,0.021,0.528,0.264,0.173,1.2,0.93,1.3
"29095","2901003","Jackson County (East), Missouri","Kansas City",2019,0.016,0.527,0.291,0.112,0.92,1.03,0.84
"29165","2900903","Platte County, Missouri","Kansas City",2019,0.032,0.561,0.275,0.112,1.83,0.97,0.84
"24003","2401204","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater, Maryland","Baltimore",2019,0.014,0.566,0.172,0.157,0.56,0.71,1.18
"24003","2401202","Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park, Maryland","Baltimore",2019,0.021,0.566,0.211,0.112,0.84,0.87,0.84
"24003","2401201","Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade, Maryland","Baltimore",2019,0.021,0.559,0.189,0.111,0.84,0.78,0.83
"24003","2401203","Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore, Maryland","Baltimore",2019,0.026,0.561,0.174,0.115,1.04,0.72,0.86
"24005","2400501","Baltimore County (Outer), Maryland","Baltimore",2019,0.013,0.534,0.249,0.139,0.52,1.03,1.04
"24005","2400505","Baltimore County--Perry Hall, Middle River & Rosedale, Maryland","Baltimore",2019,0.024,0.551,0.247,0.115,0.96,1.02,0.86
"24005","2400507","Baltimore County--Catonsville, Woodlawn & Arbutus, Maryland","Baltimore",2019,0.019,0.542,0.253,0.146,0.76,1.04,1.09
"24005","2400506","Baltimore County--Dundalk, Essex & Edgemere, Maryland","Baltimore",2019,0.028,0.532,0.255,0.17,1.12,1.05,1.27
"24005","2400503","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel, Maryland","Baltimore",2019,0.029,0.546,0.241,0.13,1.17,1,0.97
"24005","2400502","Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown, Maryland","Baltimore",2019,0.031,0.564,0.287,0.173,1.25,1.19,1.3
"24005","2400504","Baltimore County--Towson (East & Central), Parkville & Carney, Maryland","Baltimore",2019,0.02,0.53,0.254,0.176,0.8,1.05,1.32
"24013","2400400","Carroll County, Maryland","Baltimore",2019,0.013,0.537,0.237,0.122,0.52,0.98,0.91
"24025","2400602","Harford County (South & East)--Aberdeen & Havre de Grace Cities, Maryland","Baltimore",2019,0.016,0.522,0.24,0.152,0.64,0.99,1.14
"24025","2400601","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville, Maryland","Baltimore",2019,0.015,0.558,0.193,0.137,0.6,0.8,1.03
"24027","2400902","Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge, Maryland","Baltimore",2019,0.029,0.553,0.212,0.14,1.17,0.88,1.05
"24027","2400901","Howard County (West)--Columbia (West) & Ellicott City (Northwest), Maryland","Baltimore",2019,0.021,0.551,0.225,0.096,0.84,0.93,0.72
